,Verse,Order,Normalized,MSA,WordOrder,KlausTyp
293,386,377.0,ok oft geldr maðr þess er hann hefir ei gǫrt,xCC xAV rP xVB fF tPS mIN p3 nS vA xNC gM nS cN sI xDD gN nS cG xCS xPE p3 gM nS cN xVB fF tPS mIN p3 nS vA xAV rP xVB fP tPT vA gN nS cA sI,"['V', 'S', 'O', 'S', 'V']",Parataxe
294,387,378.0,en þó at ek sé fátǿk þá fǽ ek eigi þó svá mér fjár,xCC xCS xPE p1 nS cN xVB fF tPS mSU p1 nS vA xAJ rP gF nS cN sI xAV rP xVB fF tPS mIN p1 nS vA xPE p1 nS cN xAV rP xAV rP xAV rP xPE p1 nS cD xNC gN nS cG sI,"['S', 'V', 'V', 'S', 'O', 'O']",Hypotaxe
295,388,379.0,því at ek á lítit þá er eigi mér lítit ǿrit,xCS xPE p1 nS cN xVB fF tPS mIN p1 nS vA xAJ rP gN nS cA sI xAV rP xVB fF tPS mIN p3 nS vA xAV rP xPE p1 nS cD xAJ rP gN nS cN sI xAJ rP gN nS cN sI,"['S', 'V', 'V', 'O']",Hypotaxe
296,389,380.0,svá er þó sem ek sagða fyrst hugr minn hóf þetta,xAV rP xVB fF tPS mIN p3 nS vA xAV rP xCS xPE p1 nS cN xVB fF tPT mIN p1 nS vA xAV rS xNC gM nS cN sI xDP gM nS cN xVB fF tPT mIN p3 nS vA xDD gN nS cA,"['V', 'S', 'V', 'S', 'V', 'O']",Undefined
297,39,38.0,"því at þat er sagt at hon sé ein fegri ǫllum
 návistarkonum sínum",xCS xDD gN nS cN xVB fF tPS mIN p3 nS vA xVB fP tPT vA gN nS cN sI xCS xPE p3 gF nS cN xVB fF tPS mSU p3 nS vA xAJ rP gF nS cN sI xAJ rC gF nS cN sD xDQ gU nP cD xNC gF nP cD sI xDP gU nP cD,"['S', 'V', 'S', 'V', 'O', 'O']",Hypotaxe
298,390,381.0,þú veizt með mér ok engi fleiri,xPE p2 nS cN xVB fF tPS mIN p2 nS vA xAP xPE p1 nS cD xCC xDQ gM nS cN xAJ rC gM nS cN sD,"['S', 'V', 'O']",Undefined
299,391,382.0,Þá má vel vera at þit séð bǽði saman ef þit vilið,xAV rP xVB fF tPS mIN p3 nS vA xAV rP xVB fI tPS vA xCS xPE p2 nD cN xVB fF tPS mSU p2 nP vA xDQ gN nP cN xAV rP xCS xPE p2 nD cN xVB fF tPS mIN p2 nP vA,"['V', 'S', 'V', 'S', 'S', 'V']",Undefined
300,392,383.0,"ok þá má hvárttveggja ykkart þola skammlaust
",xCC xAV rP xVB fF tPS mIN p3 nS vA xDQ gN nS cN xDP gN nS cN xVB fI tPS vA xAJ rP gN nS cA sI,"['V', 'S']",Parataxe
301,393,384.0,kyngǫfgaðr er hann ok eigi þú síðr,xAJ rP gM nS cN sI xVB fF tPS mIN p3 nS vA xPE p3 gM nS cN xCC xAV rP xPE p2 nS cN xAV rC,"['V', 'S', 'S']",Undefined
302,394,385.0,"fyrirmenn
 hvárstveggja eru mér kunnigir",xNC gM nP cN sI xDQ gN nS cG xVB fF tPS mIN p3 nP vA xPE p1 nS cD xAJ rP gM nP cN sI,"['S', 'O', 'V']",Undefined
303,395,386.0,hann er fríðari félagum en þú leikum ljósari,xPE p3 gM nS cN xVB fF tPS mIN p3 nS vA xAJ rC gM nS cN sD xNC gM nP cD sI xCC xPE p2 nS cN xNC gM nP cD sI xAJ rC gF nS cN sD,"['S', 'V', 'O']",Undefined
304,396,387.0,fagrt við fǫgru líkar,xAJ rP gN nS cN sI xAP xAJ rP gN nS cD sI xVB fF tPS mIN p3 nS vA,['V'],Undefined
305,397,388.0,ok er auðr ǿrinn með yðr ok ok glǫð ǿska,xCC xVB fF tPS mIN p3 nS vA xNC gM nS cN sI xAJ rP gM nS cN sI xAP xPE p2 nP cD xCC xCC xAJ rP gF nS cN sI xNC gF nS cN sI,"['V', 'S', 'O']",Parataxe
306,398,389.0,ok sjǫlf myndi sanna fegrð frǽgð ef vissi,xCC xDQ gF nS cN xVB fF tPT mSU p3 nS vA xVB fI tPS vA xNC gF nS cN sI xNC gF nS cN sI xCS xVB fF tPT mSU p3 nS vA,"['S', 'V', 'S', 'S', 'V']",Parataxe
307,399,390.0,ok með því at þit eruð jǫfn þá megu þit með réttu félag eiga,xCC xAP xDD gN nS cD xCS xPE p2 nD cN xVB fF tPS mIN p2 nP vA xAJ rP gN nP cN sI xAV rP xVB fF tPS mIN p2 nP vA xPE p2 nD cN xAP xAJ rP gN nS cD sI xNC gN nS cA sI xVB fI tPS vA,"['O', 'S', 'V', 'V', 'S', 'O']",Parataxe
308,4,4.0,ok ei lǽtr sjalft sár sýnask,xCC xAV rP xVB fF tPS mIN p3 nS vA xDQ gN nS cN xNC gN nS cN sI xVB fI tPS vR,"['V', 'S', 'S']",Parataxe
309,40,39.0,Annathvárt er at mik blekkir ást eða er hon ein yfir ǫllum,xCC xVB fF tPS mIN p3 nS vA xCS xPE p1 nS cA xVB fF tPS mIN p3 nS vA xNC gF nS cN sI xCC xVB fF tPS mIN p3 nS vA xPE p3 gF nS cN xAJ rP gF nS cN sI xAP xDQ gU nP cD,"['V', 'O', 'V', 'S', 'V', 'S', 'O']",Parataxe
310,400,391.0,ekki skortir með ykkr nema ást ein,xDQ gN nS cA xVB fF tPS mIN p3 nS vA xAP xPE p2 nD cD xCS xNC gF nS cN sI xAJ rP gF nS cN sI,"['O', 'V', 'S']",Undefined
311,401,392.0,Þat er þú mǽlir við mik þat skyldi mǽlt vera við frǽndr mína,xDD gN nS cN xCS xPE p2 nS cN xVB fF tPS mIN p2 nS vA xAP xPE p1 nS cA xDD gN nS cN xVB fF tPT mSU p3 nS vA xVB fP tPT vA gN nS cN sI xVB fI tPS vA xAP xNC gM nP cA sI xDP gM nP cA,"['S', 'S', 'V', 'O', 'S', 'V', 'O']",Hypotaxe
312,402,393.0,ok með þeira ráði þá fýsumsk ek nú bónda hvílu,xCC xAP xDD gU nP cG xNC gN nS cD sI xAV rP xVB fF tPS mIN p1 nS vR xPE p1 nS cN xAV rP xNC gM nS cG sI xNC gF nS cG sI,"['O', 'V', 'S']",Parataxe
313,403,394.0,mǽl þat við þá þú eða Pamphilus,xVB fF tPS mIP p2 nS vA xDD gN nS cA xAP xDD gM nP cA xPE p2 nS cN xCC xFN,"['V', 'O', 'S']",Undefined
314,404,395.0,þá mun hlutr sjá fegri verða þó at hans vili verði,xAV rP xVB fF tPS mIN p3 nS vA xNC gM nS cN sI xDD gM nS cN xAJ rC gM nS cN sD xVB fI tPS vA xCS xPE p3 gM nS cG xNC gM nS cN sI xVB fF tPS mSU p3 nS vA,"['V', 'S', 'S', 'O', 'S', 'V']",Undefined
315,405,396.0,"Þat hǿfir at þitt ráð sé í samrǽði
 við frǽndr þína",xDD gN nS cN xVB fF tPS mIN p3 nS vA xCS xDP gN nS cN xNC gN nS cN sI xVB fF tPS mSU p3 nS vA xAP xNC gM nS cD sI xAP xNC gM nP cA sI xDP gM nP cA,"['S', 'V', 'S', 'V', 'O', 'O']",Undefined
316,406,397.0,ok þín ást leiki meðan við hans ást,xCC xDP gF nS cN xNC gF nS cN sI xVB fF tPS mSU p3 nS vA xCS xAP xPE p3 gM nS cG xNC gF nS cA sI,"['S', 'V', 'O']",Parataxe
317,408,399.0,ok hverr með sínu athygli sannar þessa íðn,xCC xDQ gM nS cN xAP xDP gN nS cD xNC gN nS cD sI xVB fF tPS mIN p3 nS vA xDD gF nS cA xNC gF nS cA sI,"['S', 'O', 'V']",Parataxe
318,409,400.0,losti vekr hugskot manna,xNC gM nS cN sI xVB fF tPS mIN p3 nS vA xNC gN nS cA sI xNC gM nP cG sI,"['S', 'V', 'O']",Undefined
319,41,40.0,Sjá hefir gjǫgnum lostit mín innyfli vísu gaflaki,xDD gF nS cN xVB fF tPS mIN p3 nS vA xAP xVB fP tPT vA gN nS cA sI xDP gN nP cA xNC gN nP cA sI xAJ rP gN nS cD sI xNC gN nS cD sI,"['S', 'V', 'O']",Undefined
320,410,401.0,"ok sambundin ást fylgir gleði ok hatar hryggleik
",xCC xVB fP tPT vA gF nS cN sI xNC gF nS cN sI xVB fF tPS mIN p3 nS vA xNC gF nS cD sI xCC xVB fF tPS mIN p3 nS vA xNC gM nS cA sI,"['S', 'V', 'O', 'V', 'O']",Parataxe
321,411,402.0,engi man talt fá harm hans ok hryggleik,xDQ gM nS cN xVB fF tPS mIN p3 nS vA xVB fP tPT vA gN nS cA sI xVB fI tPS vA xNC gM nS cA sI xPE p3 gM nS cG xCC xNC gM nS cA sI,"['S', 'V', 'O']",Undefined
322,412,403.0,nema þú vǽgir elligar munt þú jafnan ónǿfr vera,xCS xPE p2 nS cN xVB fF tPS mSU p2 nS vA xAV rP xVB fF tPS mIN p2 nS vA xPE p2 nS cN xAV rP xAJ rP gF nS cN sI xVB fI tPS vA,"['S', 'V', 'V', 'S']",Hypotaxe
323,413,404.0,Með lostavenju tapar mǽr sama sínum brátt,xAP xNC gF nS cD sI xVB fF tPS mIN p3 nS vA xNC gF nS cN sI xNC gM nS cD sI xDP gM nS cD xAJ rP gN nS cA sI,"['O', 'V', 'S']",Undefined
324,414,405.0,því at sú eldlig ǿði kann eigi hóf hafa,xCS xDD gF nS cN xAJ rP gF nS cN sI xNC gF nS cN sI xVB fF tPS mIN p3 nS vA xAV rP xNC gN nS cA sI xVB fI tPS vA,"['S', 'V', 'O']",Hypotaxe
325,415,406.0,grimm vápn ástargyðju hafa ei létt sár,xAJ rP gN nP cN sI xNC gN nP cN sI xNC gF nS cG sI xVB fF tPS mIN p3 nP vA xAV rP xVB fP tPT vA gN nS cA sI xNC gN nS cA sI,"['S', 'O', 'V']",Undefined
326,416,407.0,þau vápn óttask hver mǽr illa at svíkjask,xDD gN nP cA xNC gN nP cA sI xVB fF tPS mIN p3 nS vR xDQ gF nS cN xNC gF nS cN sI xAV rP xIM xVB fI tPS vR,"['O', 'V', 'S']",Undefined
327,417,408.0,oft rǿgir frǽgð með lygi óverðugar meyjar,xAV rP xVB fF tPS mIN p3 nS vA xNC gF nS cN sI xAP xNC gF nS cD sI xAJ rP gF nP cA sI xNC gF nS cG sI,"['V', 'S', 'O']",Undefined
328,418,409.0,etandi ǫfund léttir ei allt at grípa,xVB fP tPS vA gF nS cN sD xNC gF nS cN sI xVB fF tPS mIN p3 nS vA xAV rP xDQ gN nS cA xIM xVB fI tPS vA,"['S', 'V', 'O']",Undefined
329,419,410.0,játa mynda ek því er þú beiðisk ef ek hrǽddumsk ei vǫrðu,xVB fI tPS vA xVB fF tPT mSU p1 nS vA xPE p1 nS cN xDD gN nS cD xCS xPE p2 nS cN xVB fF tPS mIN p2 nS vR xCS xPE p1 nS cN xVB fF tPT mSU p1 nS vR xAV rP xNC gM nP cA sI,"['V', 'S', 'O', 'S', 'V', 'S', 'V', 'O']",Undefined
330,42,41.0,ok þau vápn má eigi þaðan fǿra með mínu afli,xCC xDD gN nP cA xNC gN nP cA sI xVB fF tPS mIN p3 nS vA xAV rP xAV rP xVB fI tPS vA xAP xDP gN nS cD xNC gN nS cD sI,"['O', 'O', 'V', 'O']",Parataxe
331,421,411.0,Allmjǫk er slíkt orð látit ríkari sannendi,xAV rP xVB fF tPS mIN p3 nS vA xAJ rP gN nS cN sI xNC gN nS cN sI xVB fP tPT vA gN nS cN sI xAJ rC gN nS cN sD xNC gN nS cD sI,"['V', 'S', 'O']",Undefined
332,422,412.0,ok ef sátt er uppi,xCC xCS xNC gF nS cN sI xVB fF tPS mIN p3 nS vA xAV rP,"['S', 'V']",Hypotaxe
333,423,414.0,ek mun með hófi frǽgð ok hrǽzlu leggja,xPE p1 nS cN xVB fF tPS mIN p1 nS vA xAP xNC gN nS cD sI xNC gF nS cA sI xCC xNC gF nS cA sI xVB fI tPS vA,"['S', 'V', 'O']",Undefined
334,424,415.0,ok ykkr með lǽvísi leyna ok ykkarn leik,xCC xPE p2 nD cA xAP xNC gF nS cD sI xVB fI tPS vA xCC xDP gM nS cA xNC gM nS cA sI,"['O', 'O', 'O']",Parataxe
335,425,416.0,"því at vér kunnum vel hans lostavenju
",xCS xPE p1 nP cN xVB fF tPS mIN p1 nP vA xAV rP xPE p3 gM nS cG xNC gF nS cA sI,"['S', 'V', 'O']",Hypotaxe
336,426,417.0,ok sá mun hlutr øruggr vera með mínu ráði,xCC xDD gM nS cN xVB fF tPS mIN p3 nS vA xNC gM nS cN sI xAJ rP gM nS cN sI xVB fI tPS vA xAP xDP gN nS cD xNC gN nS cD sI,"['S', 'V', 'O']",Parataxe
337,427,418.0,en þá er ek sé hann ráð mér hvat ek skal segja,xCC xAV rP xCS xPE p1 nS cN xVB fF tPS mIN p1 nS vA xPE p3 gM nS cA xVB fF tPS mIP p2 nS vA xPE p1 nS cD xPQ gN nS cA xPE p1 nS cN xVB fF tPS mIN p1 nS vA xVB fI tPS vA,"['S', 'V', 'O', 'V', 'O', 'O', 'S', 'V']",Parataxe
338,428,419.0,þá mun ek djarfliga mǽla þat er þú hefir rǿtt fyrir mér,xAV rP xVB fF tPS mIN p1 nS vA xPE p1 nS cN xAV rP xVB fI tPS vA xDD gN nS cA xCS xPE p2 nS cN xVB fF tPS mIN p2 nS vA xVB fP tPT vA gN nS cA sI xAP xPE p1 nS cD,"['V', 'S', 'O', 'S', 'V', 'O']",Undefined
339,429,420.0,Ifask mjǫk vili minn leynda hluti mína þér at segja,xVB fF tPS mIN p3 nS vR xAV rP xNC gM nS cN sI xDP gM nS cN xVB fP tPT vA gM nP cA sI xNC gM nP cA sI xDP gM nP cA xPE p2 nS cD xIM xVB fI tPS vA,"['V', 'S', 'O']",Undefined
340,43,42.0,fyrir sakar sárs míns Harmr vex ǽ jafnan í ǫllum tíðum,xAP xNC gF nP cA sI xNC gN nS cG sI xDP gN nS cG xNC gM nS cN sI xVB fF tPS mIN p3 nS vA xAV rP xAV rP xAP xDQ gU nP cD xNC gF nP cD sI,"['O', 'S', 'V']",Undefined
341,431,421.0,en þó skal ek reyna hvárt tunga þín sé trú eða eigi,xCC xAV rP xVB fF tPS mIN p1 nS vA xPE p1 nS cN xVB fI tPS vA xCS xNC gF nS cN sI xDP gF nS cN xVB fF tPS mSU p3 nS vA xAJ rP gF nS cN sI xCC xAV rP,"['V', 'S', 'S', 'V']",Parataxe
342,432,422.0,ok svá til hvers dregr mik þín rǿða,xCC xAV rP xAP xDQ gN nS cG xVB fF tPS mIN p3 nS vA xPE p1 nS cA xDP gF nS cN xNC gF nS cN sI,"['O', 'V', 'S']",Parataxe
343,433,423.0,Pamphilus beiðisk ástar minnar,xFN xVB fF tPS mIN p3 nS vR xNC gF nS cG sI xDP gF nS cG,"['V', 'O']",Undefined
344,434,424.0,en hví skal okkr saman tengja sǫnn vinátta,xCC xPQ gN nS cD xVB fF tPS mIN p3 nS vA xPE p1 nD cA xAV rP xVB fI tPS vA xAJ rP gF nS cN sI xNC gF nS cN sI,"['O', 'V', 'S']",Parataxe
345,435,425.0,en því skalt þú þó mjǫk leyna ok svá honum einum segja,xCC xDD gN nS cD xVB fF tPS mIN p2 nS vA xPE p2 nS cN xAV rP xAV rP xVB fI tPS vA xCC xAV rP xPE p3 gM nS cD xAJ rP gM nS cD sI xVB fI tPS vA,"['O', 'V', 'S']",Parataxe
346,437,426.0,en hans skalt þú þó fyrst með mikilli freistni freista,xCC xPE p3 gM nS cG xVB fF tPS mIN p2 nS vA xPE p2 nS cN xAV rP xAV rS xAP xAJ rP gF nS cD sI xNC gF nS cD sI xVB fI tPS vA,"['O', 'V', 'S']",Parataxe
347,438,427.0,en er ek sagða þá mun hann með atburð þér segja,xCC xCS xPE p1 nS cN xVB fF tPT mIN p1 nS vA xAV rP xVB fF tPS mIN p3 nS vA xPE p3 gM nS cN xAP xNC gM nS cD sI xPE p2 nS cD xVB fI tPS vA,"['S', 'V', 'V', 'S', 'O', 'O']",Hypotaxe
348,439,428.0,en þú far nú brott með bǿn minni ok ger allt með lǽvísi,xCC xPE p2 nS cN xVB fF tPS mIP p2 nS vA xAV rP xAV rP xAP xNC gF nS cD sI xDP gF nS cD xCC xVB fF tPS mIP p2 nS vA xDQ gN nS cA xAP xNC gF nS cD sI,"['S', 'V', 'O', 'V', 'O', 'O']",Parataxe
349,44,43.0,ok litr þverr ok afl minnkar ok mín fegrð,xCC xNC gM nS cN sI xVB fF tPS mIN p3 nS vA xCC xNC gN nS cN sI xVB fF tPS mIN p3 nS vA xCC xDP gF nS cN xNC gF nS cN sI,"['S', 'V', 'S', 'V', 'S']",Parataxe
350,440,429.0,ok allt þat sem hann rǿðir fyrir þér þá seg mér á morgin,xCC xDQ gN nS cA xDD gN nS cA xCS xPE p3 gM nS cN xVB fF tPS mIN p3 nS vA xAP xPE p2 nS cD xAV rP xVB fF tPS mIP p2 nS vA xPE p1 nS cD xAP xNC gM nS cA sI,"['O', 'O', 'S', 'V', 'O', 'V', 'O', 'O']",Parataxe
351,442,430.0,Ást þín ok starf mitt Pamphile er ei komit sem ek vilda,xNC gF nS cN sI xDP gF nS cN xCC xNC gN nS cN sI xDP gN nS cN xFN xVB fF tPS mIN p3 nS vA xAV rP xVB fP tPT vA gN nS cN sI xCS xPE p1 nS cN xVB fF tPT mIN p1 nS vA,"['S', 'S', 'V', 'S', 'V']",Undefined
352,443,431.0,ek var kǫlluð of síðla þér til liðs,xPE p1 nS cN xVB fF tPT mIN p1 nS vA xVB fP tPT vA gN nP cN sI xAV rP xAV rP xPE p2 nS cD xAP xNC gN nS cG sI,"['S', 'V', 'O']",Undefined
353,444,432.0,"því at hvárki mun nú stoða
 þér starf né vél",xCS xCC xVB fF tPS mIN p3 nS vA xAV rP xVB fI tPS vA xPE p2 nS cD xNC gN nS cN sI xCC xNC gF nS cN sI,"['V', 'O', 'S']",Hypotaxe
354,445,433.0,"Galatheae er nú giftarorð
 búit svá sem ǫll þjóð segir",xFN xVB fF tPS mIN p3 nS vA xAV rP xNC gN nS cN sI xVB fP tPT vA gN nS cN sI xAV rP xCS xDQ gF nS cN xNC gF nS cN sI xVB fF tPS mIN p3 nS vA,"['V', 'S', 'S', 'S', 'V']",Undefined
355,446,434.0,ok undra þann umbúnað er henni er búinn,xCC xVB fF tPS mIN p3 nP vA xDD gM nS cA xNC gM nS cA sI xCS xPE p3 gF nS cD xVB fF tPS mIN p3 nS vA xVB fP tPT vA gM nS cN sI,"['V', 'O', 'O', 'O', 'V']",Parataxe
356,447,435.0,"víst hundrað hluta
 standa í móti því er ek vǽnta",xAJ rP gN nS cA sI xNC gN nS cN sI xNC gM nP cG sI xVB fF tPS mIN p3 nP vA xAP xDD gN nS cD xCS xPE p1 nS cN xVB fF tPT mIN p1 nS vA,"['S', 'O', 'V', 'O', 'S', 'V']",Undefined
357,448,436.0,"en þó leyna
 þau faðir ok móðir",xCC xAV rP xVB fF tPS mIN p3 nP vA xDD gN nP cN xNC gM nS cN sI xCC xNC gF nS cN sI,"['V', 'S', 'S', 'S']",Parataxe
358,449,437.0,ok þess bið ek þik at þú berr þetta vitrliga er ek segi þér,xCC xDD gN nS cG xVB fF tPS mIN p1 nS vA xPE p1 nS cN xPE p2 nS cA xCS xPE p2 nS cN xVB fF tPS mIN p2 nS vA xDD gN nS cA xAV rP xCS xPE p1 nS cN xVB fF tPS mIN p1 nS vA xPE p2 nS cD,"['O', 'V', 'S', 'O', 'S', 'V', 'O', 'S', 'V', 'O']",Parataxe
359,45,44.0,ok þetta sagða ek engum ok ei nefnda ek þann er mik sǽrði,xCC xDD gN nS cA xVB fF tPT mIN p1 nS vA xPE p1 nS cN xDQ gM nS cD xCC xAV rP xVB fF tPT mIN p1 nS vA xPE p1 nS cN xDD gM nS cA xCS xPE p1 nS cA xVB fF tPT mIN p3 nS vA,"['O', 'V', 'S', 'O', 'V', 'S', 'O', 'O', 'V']",Parataxe
360,450,438.0,ok lát laust þat er ekki má vera ok leita þess er vera má,xCC xVB fF tPS mIP p2 nS vA xAJ rP gN nS cA sI xDD gN nS cA xCS xDQ gN nS cA xVB fF tPS mIN p3 nS vA xVB fI tPS vA xCC xVB fF tPS mIP p2 nS vA xDD gN nS cG xCS xVB fI tPS vA xVB fF tPS mIN p3 nS vA,"['V', 'O', 'O', 'V', 'V', 'O', 'V']",Parataxe
361,451,439.0,"Uæis sé mér hvar er afl mitt komit ok huggan
 lífs míns",xUA xVB fF tPS mSU p3 nS vA xPE p1 nS cD xAQ xVB fF tPS mIN p3 nS vA xNC gN nS cN sI xDP gN nS cN xVB fP tPT vA gN nS cN sI xCC xNC gF nS cN sI xNC gN nS cG sI xDP gN nS cG,"['V', 'O', 'V', 'S', 'S', 'O']",Undefined
362,453,440.0,væiss er mér veslum ekki er megin í limum mínum,xUA xVB fF tPS mIN p3 nS vA xPE p1 nS cD xAJ rP gM nS cD sI xDQ gN nS cN xVB fF tPS mIN p3 nS vA xNC gN nS cN sI xAP xNC gM nP cD sI xDP gU nP cD,"['V', 'O', 'S', 'V', 'S', 'O']",Undefined
363,454,441.0,hverr limr níttar sinni þjónastu,xDQ gM nS cN xNC gM nS cN sI xVB fF tPS mIN p3 nS vA xDP gF nS cD xNC gF nS cD sI,"['S', 'V', 'O']",Undefined
364,455,443.0,ván hefir mik blekkðan ván hefir mik með angri ok ergi fluttan,xNC gF nS cN sI xVB fF tPS mIN p3 nS vA xPE p1 nS cA xVB fP tPT vA gM nS cA sI xNC gF nS cN sI xVB fF tPS mIN p3 nS vA xPE p1 nS cA xAP xNC gM nS cD sI xCC xNC gF nS cD sI xVB fP tPT vA gM nS cA sI,"['S', 'V', 'O', 'S', 'V', 'O', 'O', 'O']",Undefined
365,456,444.0,nú er ván langt í brott farin ok brennandi ást í stað komin,xAV rP xVB fF tPS mIN p3 nS vA xNC gF nS cN sI xAJ rP gN nS cA sI xAP xAV rP xVB fP tPT vA gF nS cN sI xCC xVB fP tPS vA gF nS cN sD xNC gF nS cN sI xAP xNC gM nS cA sI xVB fP tPT vA gF nS cN sI,"['V', 'S', 'O']",Undefined
366,457,445.0,Nú má várt segl enga hǫfn sjá,xAV rP xVB fF tPS mIN p3 nS vA xDP gN nS cN xNC gN nS cN sI xDQ gF nS cA xNC gF nS cA sI xVB fI tPS vA,"['V', 'S', 'O']",Undefined
367,458,446.0,ok várt akkeri má hvergi land kenna,xCC xDP gN nS cN xNC gN nS cN sI xVB fF tPS mIN p3 nS vA xAV rP xNC gN nS cA sI xVB fI tPS vA,"['S', 'V', 'O']",Parataxe
368,459,447.0,ok várr harmr veit sér hvergi hjalpar ván,xCC xDP gM nS cN xNC gM nS cN sI xVB fF tPS mIN p3 nS vA xPE cD xAV rP xNC gF nS cG sI xNC gF nS cA sI,"['S', 'V', 'O']",Parataxe
369,46,45.0,Ok rétt var sǫk ok sǫgn,xCC xAJ rP gF nS cN sI xVB fF tPT mIN p3 nS vA xNC gF nS cN sI xCC xNC gF nS cN sI,"['V', 'S', 'S']",Parataxe
370,460,448.0,einsaman Galathea hefir huggan mína ok harms míns,xAJ rP gF nS cN sI xFN xVB fF tPS mIN p3 nS vA xNC gF nS cA sI xDP gF nS cA xCC xNC gM nS cG sI xDP gM nS cG,"['V', 'O', 'O']",Undefined
371,461,449.0,ok hon er sǫk bana míns ok hon er ván heilsu minnar,xCC xPE p3 gF nS cN xVB fF tPS mIN p3 nS vA xNC gF nS cN sI xNC gM nS cG sI xDP gM nS cG xCC xPE p3 gF nS cN xVB fF tPS mIN p3 nS vA xNC gF nS cN sI xNC gF nS cG sI xDP gF nS cG,"['S', 'V', 'S', 'O', 'S', 'V', 'S', 'O']",Parataxe
372,462,450.0,"því ef ek má eigi hennar njóta
 þá líkar mér at deyja",xDD gN nS cD xCS xPE p1 nS cN xVB fF tPS mIN p1 nS vA xAV rP xPE p3 gF nS cG xVB fI tPS vA xAV rP xVB fF tPS mIN p3 nS vA xPE p1 nS cD xIM xVB fI tPS vA,"['O', 'S', 'V', 'O', 'V', 'O']",Hypotaxe
373,463,451.0,Heyr þú fól hví ǿrðistu hverr ósløkkiligr harmr þrøngvir þér,xVB fF tPS mIP p2 nS vA xPE p2 nS cN xNC gN nS cN sI xPQ gN nS cD xVB fF tPT mIN p2 nS vR xDQ gM nS cN xAJ rP gM nS cN sI xNC gM nS cN sI xVB fF tPS mIN p3 nS vA xPE p2 nS cD,"['V', 'S', 'S', 'O', 'V', 'S', 'S', 'V', 'O']",Undefined
374,464,452.0,"þín aumkan aflar þér enga ambun
",xDP gF nS cN xNC gF nS cN sI xVB fF tPS mIN p3 nS vA xPE p2 nS cD xDQ gF nS cA xNC gF nS cA sI,"['S', 'V', 'O']",Undefined
375,465,453.0,þú skalt stilla harmi þínum vél,xPE p2 nS cN xVB fF tPS mIN p2 nS vA xVB fI tPS vA xNC gM nS cD sI xDP gM nS cD xNC gF nS cD sI,"['S', 'V', 'O']",Undefined
376,466,454.0,ok lǽvísi ok hygg at hvat þú skalt gera,xCC xNC gF nS cD sI xCC xVB fF tPS mIP p2 nS vA xAP xPQ gN nS cA xPE p2 nS cN xVB fF tPS mIN p2 nS vA xVB fI tPS vA,"['O', 'V', 'O', 'S', 'V']",Parataxe
377,467,455.0,mikil fátǿkð gerir manni við margt at leita,xAJ rP gF nS cN sI xNC gF nS cN sI xVB fF tPS mIN p3 nS vA xNC gM nS cD sI xAP xAJ rP gN nS cA sI xIM xVB fI tPS vA,"['S', 'V', 'O']",Undefined
378,469,456.0,íðn ok vél manns sigrar mikinn háska,xNC gF nS cN sI xCC xNC gF nS cN sI xNC gM nS cG sI xVB fF tPS mIN p3 nS vA xAJ rP gM nS cA sI xNC gM nS cA sI,"['S', 'O', 'V']",Undefined
379,47,46.0,ok þat er satt ok ek játa at hon er kyngǫfgari mér,xCC xDD gN nS cN xVB fF tPS mIN p3 nS vA xAJ rP gN nS cN sI xCC xPE p1 nS cN xVB fF tPS mIN p1 nS vA xCS xPE p3 gF nS cN xVB fF tPS mIN p3 nS vA xAJ rC gF nS cN sD xPE p1 nS cD,"['S', 'V', 'S', 'V', 'S', 'V', 'O']",Parataxe
380,470,457.0,enn mǽtti með atburð starf okkart með vild endask ok með hjǫlp koma,xAV rP xVB fF tPT mSU p3 nS vA xAP xNC gM nS cD sI xNC gN nS cN sI xDP gN nS cN xAP xNC gF nS cD sI xVB fI tPS vR xCC xAP xNC gF nS cD sI xVB fI tPS vA,"['V', 'O', 'S']",Undefined
381,471,458.0,Ho kvað hann hvert starf myndi sigra mega svá mikinn háska,xUA xVB fF tPT mIN p3 nS vA xPE p3 gM nS cN xDQ gN nS cN xNC gN nS cN sI xVB fF tPT mSU p3 nS vA xVB fI tPS vA xVB fI tPS vA xAV rP xAJ rP gM nS cA sI xNC gM nS cA sI,"['V', 'S', 'S', 'S', 'V', 'O']",Undefined
382,472,459.0,ván mín er ǫll fyrir farin því at nú er komit giftarkveld,xNC gF nS cN sI xDP gF nS cN xVB fF tPS mIN p3 nS vA xDQ gF nS cN xAP xVB fP tPT vA gF nS cN sI xCS xAV rP xVB fF tPS mIN p3 nS vA xVB fP tPT vA gN nS cN sI xNC gN nS cN sI,"['S', 'V', 'S', 'V', 'S']",Undefined
383,473,460.0,eigi mun hon mér giftask meðan búandi hennar lifir,xAV rP xVB fF tPS mIN p3 nS vA xPE p3 gF nS cN xPE p1 nS cD xVB fI tPS vR xCS xNC gM nS cN sI xPE p3 gF nS cG xVB fF tPS mIN p3 nS vA,"['V', 'S', 'O', 'S', 'O', 'V']",Undefined
384,474,461.0,synð er mikil hvílu at saurga mundi keypta,xNC gF nS cN sI xVB fF tPS mIN p3 nS vA xAJ rP gF nS cN sI xNC gF nS cD sI xIM xVB fI tPS vA xNC gM nS cD sI xVB fP tPT vA gF nS cA sI,"['S', 'V', 'O']",Undefined
